id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_12890;Valga linn;Valga;Eesti Reformierakond;Eesti Reformierakond;nr214;17;6
id_1925;Jıgeva vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr122;4;1
id_2483;Kareda vald;J‰rva;Valimisliit Elu maal;Muu;nr133;11;4
id_7993;Rakke vald;L‰‰ne-Viru;Valimisliit "KODUVALD RAKKE";Muu;nr126;1;0
id_9724;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr111;4;0
id_5428;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr119;3;1
id_1492;H‰‰demeeste vald;P‰rnu;Valimisliit ‹htne Koduvald;Muu;nr141;83;12
id_10852;Tallinn 5;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr577;4;3
id_6875;Paldiski linn;Harju;Valimisliit Pıhjasadam;Muu;nr126;89;21
id_3200;Koeru vald;J‰rva;Valimisliit Parem Koeru;Muu;nr131;12;1
id_8020;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr285;9;7
id_4393;Laekvere vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;22;4
id_5443;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr128;3;1
id_1304;Helme vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr155;4;3
id_13905;Viljandi vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr150;20;3
id_10524;Tallinn 4;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr477;10;5
id_3852;Kose vald;Harju;VALIMISLIIT "‹HTSELT";Muu;nr266;5;1
id_7824;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr159;30;6
id_879;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr181;52;14
id_6046;Nıo vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr109;16;5
id_7881;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr191;29;8
id_13167;Varstu vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr135;21;0
id_5203;Merem‰e vald;Vıru;Valimisliit Omadega m‰el;Muu;nr114;8;0
id_8217;Rakvere linn;L‰‰ne-Viru;"S‹DAMEASI" RAKVERE VALIMISLIIT;Muu;nr259;15;7
id_11410;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1289;1338;49
id_10537;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1119;7;0
id_8901;Saku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr110;11;5
id_1506;H‰‰demeeste vald;P‰rnu;Valimisliit Rannatee;Muu;nr108;7;4
id_1530;Iisaku vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr123;6;1
id_5720;Narva-Jıesuu linn;Ida-Viru;Valimisliit ‹htne Narva-Jıesuu;Muu;nr160;14;5
id_12377;Tori vald;P‰rnu;Valimisliit Meie Tori;Muu;nr112;9;0
id_3737;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr105;53;4
id_13232;Vastse-Kuuste vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr133;105;23
id_4023;Kuressaare linn;Saare;Eesti Keskerakond;Eesti Keskerakond;nr107;13;3
id_5281;Misso vald;Vıru;‹ksikkandidaat;Muu;nr130;25;11
id_3426;Kohtla-J‰rve linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr149;342;41
id_7004;Piirissaare vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr110;4;0
id_6667;Pala vald;Jıgeva;Valimisliit Pala - meie koduvald;Muu;nr115;10;4
id_10782;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1201;44;2
id_1395;Hiiu vald;Hiiu;Eesti Reformierakond;Eesti Reformierakond;nr120;7;0
id_6030;Noarootsi vald;L‰‰ne;Valimisliit MEIE ‹HINE NOAROOTSI;Muu;nr121;1;1
id_542;Aseri vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr139;20;4
id_3000;Kihelkonna vald;Saare;Valimisliit KODUVALD;Muu;nr107;11;3
id_13063;Vara vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr123;4;1
id_4611;Lohusuu vald;Ida-Viru;VALIMISLIIT KOHALIK RAHVAS;Muu;nr108;0;0
id_13668;Viljandi linn;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr122;8;3
id_3778;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr130;31;4
id_1324;Helme vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr112;2;0
id_14084;Vormsi vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr101;4;1
id_6583;Paikuse vald;P‰rnu;Valimisliit PAREM PAIKUSE;Muu;nr105;31;5
id_1964;Jıhvi vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr217;29;3
id_6694;Palamuse vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr141;5;0
id_9645;Sımeru vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr135;9;1
id_5032;Maardu linn;Harju;Maardu Valimisliit;Muu;nr165;41;3
id_11540;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr166;36;0
id_5579;M‰ksa vald;Tartu;Valimisliit ‹htne M‰ksa;Muu;nr125;59;10
id_11673;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr384;44;9
id_3239;Kohila vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr172;51;11
id_2284;Kaiu vald;Rapla;Valimisliit Koostˆˆ ja kogemus;Muu;nr126;9;1
id_11311;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1305;427;5
id_1860;Jıgeva vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr210;29;5
id_1266;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr205;68;32
id_6894;Palupera vald;Valga;Valimisliit Toimiv Koduvald;Muu;nr117;12;2
id_3843;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr145;8;5
id_4692;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr120;10;1
id_6689;Pala vald;Jıgeva;Valimisliit Pala - meie koduvald;Muu;nr118;4;0
id_12782;Urvaste vald;Vıru;Valimisliit ‹ks Urvaste;Muu;nr116;30;9
id_647;Avinurme vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr132;8;6
id_10581;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1125;9;0
id_776;Emmaste vald;Hiiu;Valimisliit ‹HTNE EMMASTE;Muu;nr120;26;8
id_3751;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr123;9;2
id_9318;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr104;336;7
id_602;Audru vald;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr150;8;2
id_6080;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr147;61;9
id_12788;Urvaste vald;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr110;3;1
id_5358;Mustjala vald;Saare;Valimisliit Koduvald Mustjala;Muu;nr105;17;0
id_5626;M‰rjamaa vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr156;17;2
id_14095;Vormsi vald;L‰‰ne;Valimisliit Ka Talvel Vormsil;Muu;nr114;2;0
id_12167;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr179;11;2
id_13129;Varbla vald;P‰rnu;Valimisliit Meie Kodu;Muu;nr112;13;2
id_7161;Pıdrala vald;Valga;Valimisliit Koduvald Pıdrala;Muu;nr114;14;7
id_258;Ambla vald;J‰rva;"Valimisliit hingelt koduvalla j‰rvakad";Muu;nr138;16;7
id_14297;Vıru linn;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr103;75;22
id_3797;Kose vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr101;7;0
id_2730;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr153;10;1
id_11808;Tartu linn;Tartu linn;Valimisliit Vabakund;Muu;nr238;94;43
id_9890;Tallinn 1;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1391;82;24
id_14492;V‰ike-Maarja vald;L‰‰ne-Viru;VALIMISLIIT MEIE PANDIVERE;Muu;nr130;2;0
id_7714;P¸halepa vald;Hiiu;Valimisliit Koduvald;Muu;nr128;4;1
id_4204;Kuusalu vald;Harju;VALIMISLIIT ‹HINE KODU;Muu;nr174;24;6
id_4370;Laekvere vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr154;1;0
id_6821;Paldiski linn;Harju;Jaan Mˆlderi Valimisliit;Muu;nr182;3;2
id_6384;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr263;9;0
id_14223;Vıru linn;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr120;22;6
id_995;Halinga vald;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr104;23;0
id_12251;Toila vald;Ida-Viru;Valimisliit ‹htne Vald;Muu;nr155;8;0
id_9581;Suure-Jaani vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr182;11;0
id_10380;Tallinn 3;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr758;11;3
id_12739;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr207;40;21
id_8650;R‰gavere vald;L‰‰ne-Viru;Valimisliit R‰gavere Vald;Muu;nr106;11;6
id_13456;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr246;8;1
id_3887;Kullamaa vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr128;2;0
id_1668;Jıel‰htme vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr187;8;4
id_4110;Kuusalu vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr101;35;4
id_7751;Raasiku vald;Harju;Kodukoha eest valimisliit;Muu;nr161;5;0
id_4992;L¸manda vald;Saare;Valimisliit Elujıuline Koduvald;Muu;nr139;7;2
id_9755;Tabivere vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr147;33;8
id_10309;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr436;18;10
id_1879;Jıgeva vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr167;12;7
id_6091;Nıo vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr126;23;5
id_11237;Tallinn 8;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1560;27;8
id_13576;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr240;79;30
id_204;Alatskivi vald;Tartu;Alatskivi parteitute valimisliit;Muu;nr107;7;2
id_7279;Pıltsamaa vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr151;14;0
id_11777;Tartu linn;Tartu linn;Isamaaline Tartu Kodanik - Valimisliit;Muu;nr334;40;16
id_4051;Kuressaare linn;Saare;Eesti Reformierakond;Eesti Reformierakond;nr175;26;12
id_1650;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr159;7;1
id_10257;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr443;3;1
id_10588;Tallinn 4;Tallinna linn;Valimisliit Tallinna Rohelised;Muu;nr1373;4;0
id_4144;Kuusalu vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr106;7;0
id_12401;Torma vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr130;12;1
id_462;Antsla vald;Vıru;Valimisliit ‹hisjıud;Muu;nr126;39;7
id_14376;Vıru vald;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr117;3;3
id_11211;Tallinn 8;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1559;108;49
id_1318;Helme vald;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr116;214;32
id_9056;Saue vald;Harju;Valimisliit Suurliit;Muu;nr185;1;0
id_13597;Viimsi vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr137;338;128
id_1522;Iisaku vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr116;65;22
id_9978;Tallinn 1;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1409;11;5
id_13823;Viljandi vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr180;18;3
id_9937;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr899;4077;245
id_5499;Mıniste vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr139;12;2
id_11130;Tallinn 7;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1251;1052;107
id_103;Ahja vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr102;55;0
id_8420;Ridala vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr145;14;2
id_2744;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr132;10;4
id_10281;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr427;282;118
id_6633;Pajusi vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr140;6;4
id_3816;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr156;3;0
id_10162;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1009;29;2
id_3158;Kiviıli linn;Ida-Viru;Valimisliit T÷÷STUSE JA LINNA ‹HENDUS;Muu;nr122;63;2
id_8548;Rıngu vald;Tartu;VALIMISLIIT MEIE VALD-KODUVALD;Muu;nr141;2;0
id_11873;Tartu linn;Tartu linn;Eesti Konservatiivne Rahvaerakond;Muu;nr297;20;1
id_6106;Nıva vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr110;8;1
id_5244;Mikitam‰e vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr107;9;4
id_3056;Kiili vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr150;19;3
id_2642;Kasep‰‰ vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr159;22;2
id_3827;Kose vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr214;4;0
id_12356;Tori vald;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr119;4;2
id_4870;L¸ganuse vald;Ida-Viru;Ole Meiega Valimisliit;Muu;nr146;24;1
id_8720;R‰pina vald;Pılva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr162;49;5
id_4408;Laekvere vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr136;18;2
id_1238;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr222;78;26
id_11427;Tamsalu vald;L‰‰ne-Viru;Valimisliit Tamsalu Vald;Muu;nr177;12;2
id_6083;Nıo vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr135;6;1
id_12376;Tori vald;P‰rnu;VALIMISLIIT KODUVALD;Muu;nr133;5;0
id_3538;Koigi vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr115;80;22
id_13509;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr114;17;5
id_1315;Helme vald;Valga;Valimisliit Meie Helme;Muu;nr142;34;15
id_10035;Tallinn 2;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1413;124;74
id_9145;Saue vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr243;36;15
id_3884;Kullamaa vald;L‰‰ne;Kodukandi Kullamaa Valimisliit;Muu;nr142;5;1
id_9621;Sımerpalu vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr135;5;1
id_1347;Hiiu vald;Hiiu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr168;3;1
id_866;Haapsalu linn;L‰‰ne;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr117;4;1
id_14274;Vıru linn;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr188;100;32
id_1814;Jıgeva linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr178;7;5
id_4404;Laekvere vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr117;8;1
id_3296;Kohila vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr166;21;4
id_4504;Lasva vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr107;25;5
id_4938;L¸ganuse vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr152;12;0
id_4964;L¸manda vald;Saare;Valimisliit Elujıuline Koduvald;Muu;nr143;14;5
id_5304;Mooste vald;Pılva;Valimisliit Koduvald Mooste;Muu;nr125;40;4
id_4180;Kuusalu vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr135;24;11
id_6184;Orissaare vald;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr136;6;2
id_1224;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr230;2;2
id_12323;Torgu vald;Saare;Valimisliit ÑSırulasedì;Muu;nr106;8;2
id_4506;Lasva vald;Vıru;Valimisliit Koduvald Lasva;Muu;nr121;12;6
id_6772;Paldiski linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr170;11;1
id_3325;Kohila vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr174;27;8
id_12316;Torgu vald;Saare;Valimisliit Taga-Sırve Kodanik;Muu;nr116;5;1
id_10607;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1104;16;1
id_1793;Jıgeva linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr173;7;0
id_3789;Kose vald;Harju;VALIMISLIIT "‹HTSELT";Muu;nr250;26;3
id_11341;Tallinn 8;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr894;26;10
id_4247;Kıo vald;Viljandi;Valimisliit Koduvald;Muu;nr107;26;0
id_4006;Kuressaare linn;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr141;6;2
id_4253;Kıo vald;Viljandi;Valimisliit Koduvald;Muu;nr119;12;5
id_11204;Tallinn 8;Tallinna linn;Valimisliit Tallinna Rohelised;Muu;nr1387;12;3
id_10306;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr439;0;0
id_10559;Tallinn 4;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1619;3;0
id_13056;Vara vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr164;27;5
id_6236;Otep‰‰ vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr102;6;0
id_2853;Keila vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr103;5;0
id_13481;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr103;31;22
id_1168;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr144;85;44
id_7280;Pıltsamaa vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr142;22;4
id_11407;Tallinn 8;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1574;5;1
id_7042;Puhja vald;Tartu;Valimisliit Optimistid;Muu;nr142;49;8
id_7863;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr168;26;4
id_7510;P‰rnu linn;P‰rnu;Toomas Kivim‰gi Valimisliit;Muu;nr218;96;36
id_14728;‹lenurme vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr152;18;8
id_5043;Maardu linn;Harju;Maardu Valimisliit;Muu;nr172;26;0
id_4117;Kuusalu vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr123;2;0
id_13759;Viljandi linn;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr224;38;7
id_4300;K‰ina vald;Hiiu;Eesti Keskerakond;Eesti Keskerakond;nr126;3;1
id_1045;Haljala vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr143;11;3
id_13344;Vigala vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr101;47;10
id_4461;Laheda vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr125;7;3
id_14473;V‰ike-Maarja vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr176;15;7
id_3297;Kohila vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr130;3;0
id_11431;Tamsalu vald;L‰‰ne-Viru;Valimisliit Tamsalu Vald;Muu;nr166;14;2
id_10708;Tallinn 5;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1494;584;159
id_1057;Haljala vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr149;2;0
id_12793;Urvaste vald;Vıru;Valimisliit ‹ks Urvaste;Muu;nr136;10;4
id_12822;Vaivara vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr115;14;3
id_468;Antsla vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr108;9;5
id_1102;Halliste vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr107;3;1
id_8154;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr297;1;0
id_14325;Vıru linn;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr212;7;3
id_3066;Kiili vald;Harju;Valimisliit "Kiili valla k¸lade ¸hendus";Muu;nr108;48;13
id_6879;Paldiski linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr206;4;0
id_14574;V‰ndra vald;P‰rnu;Valimisliit Kodukant;Muu;nr108;23;3
id_8119;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr219;8;0
id_5026;Maardu linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr128;8;1
id_411;Anija vald;Harju;Valimisliit Hooliv Koduvald;Muu;nr184;2;1
id_4278;K‰ina vald;Hiiu;Eesti Keskerakond;Eesti Keskerakond;nr130;3;0
id_14336;Vıru linn;Vıru;Valimisliit "Vıru V‰‰rib Vıimekust";Muu;nr228;26;4
id_11592;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr194;1;0
id_7817;Rae vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr110;17;7
id_3187;Koeru vald;J‰rva;Valimisliit ‹htne Koeru;Muu;nr146;8;7
id_5246;Mikitam‰e vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr113;4;1
id_2170;Kaarma vald;Saare;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr116;10;3
id_5171;Merem‰e vald;Vıru;VALIMISLIIT KODUVALD;Muu;nr134;9;1
id_2067;Jıhvi vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr222;83;6
id_14721;‹lenurme vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr149;42;7
id_9219;Sauga vald;P‰rnu;Valimisliit Koduvald Sauga;Muu;nr169;24;4
id_13543;Viimsi vald;Harju;VALIMISLIIT RANNARAHVAS;Muu;nr230;5;2
id_6323;Padise vald;Harju;Valimisliit Koostˆˆ;Muu;nr125;7;3
id_11017;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr275;9;2
id_7382;Pılva vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr104;44;11
id_2191;Kaarma vald;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr105;4;1
id_7240;Pıltsamaa linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr112;5;1
id_7768;Raasiku vald;Harju;Valimisliit ‹HESKOOS;Muu;nr112;17;3
id_7737;P¸halepa vald;Hiiu;Valimisliit Koduvald;Muu;nr140;3;2
id_8498;Ruhnu vald;Saare;Valimisliit RUHNU;Muu;nr112;9;3
id_8064;Rakvere linn;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr102;91;27
id_6120;Nıva vald;L‰‰ne;Eesti Konservatiivne Rahvaerakond;Muu;nr116;9;2
id_3689;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr195;0;0
id_10836;Tallinn 5;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr541;5;1
id_1734;Jıgeva linn;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr135;6;1
id_5480;Mıisak¸la linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr112;13;0
id_6140;Orava vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr101;12;0
id_7732;P¸halepa vald;Hiiu;Valimisliit Koduvald;Muu;nr143;5;0
id_10343;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1045;4;1
id_14131;Vıhma linn;Viljandi;Valimisliit Kodulinn Vıhma;Muu;nr151;6;1
id_1628;Juuru vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr110;6;0
id_14356;Vıru linn;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr161;160;6
id_6842;Paldiski linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr221;3;0
id_3717;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr184;1;1
id_2303;Kallaste linn;Tartu;Valimisliit "Kohalik rahvas";Muu;nr102;4;0
id_12777;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;6;0
